PRODUCT_A,PRODUCT_B,OCCURRENCES,SUPPORT_A,SUPPORT_AB,SUPPORT_B,CONFIDENCE,LIFT_RATIO
Xerox,USB,119,0.0849509705823494,0.011907144286571943,0.02061236742045227,0.14016489988221437,6.800038880693449
Binders,TelephoneBooks,118,0.09005403241945167,0.01180708425055033,0.019811887132279368,0.1311111111111111,6.61780022446689
Binders,Clocks,116,0.09005403241945167,0.011606964178507104,0.017710626375825496,0.1288888888888889,7.277489014438166
Xerox,TelephoneBooks,116,0.0849509705823494,0.011606964178507104,0.019811887132279368,0.13663133097762073,6.8964319282340485
Labels,LandlinePhones,115,0.03642185311186712,0.01150690414248549,0.037022213327996795,0.3159340659340659,8.533635283635284
Binders,Bookcases,113,0.09005403241945167,0.011306784070442265,0.018511106663998397,0.12555555555555556,6.782714714714715
Chairs,MobilePhone,111,0.0617370422253352,0.01110666399839904,0.023414048429057435,0.17990275526742303,7.683539043344554
ColourPencils,Labels,110,0.03352011206724034,0.011006603962377426,0.03642185311186712,0.3283582089552239,9.015417418402494
ColourPencils,StorageBox,109,0.03352011206724034,0.010906543926355813,0.03682209325595357,0.3253731343283582,8.836356262167424
LandlinePhones,StorageBox,109,0.037022213327996795,0.010906543926355813,0.03682209325595357,0.2945945945945946,8.000484723854289
Xerox,Clocks,108,0.0849509705823494,0.010806483890334201,0.017710626375825496,0.12720848056537104,7.182607654069594
Xerox,Sharpeners,108,0.0849509705823494,0.010806483890334201,0.016609965979587752,0.12720848056537104,7.658563582953724
StorageBox,XeroxPapers,105,0.03682209325595357,0.010506303782269362,0.03031819091454873,0.28532608695652173,9.411052518295307
Xerox,Bookcases,105,0.0849509705823494,0.010506303782269362,0.018511106663998397,0.12367491166077739,6.681119281825996
Binders,AirCleaner,100,0.09005403241945167,0.010006003602161296,0.015009005403241946,0.1111111111111111,7.402962962962962
BindingAccessories,TelephoneBooks,99,0.06233740244146488,0.009905943566139684,0.019811887132279368,0.15890850722311398,8.020866773675763
BindingAccessories,USB,99,0.06233740244146488,0.009905943566139684,0.02061236742045227,0.15890850722311398,7.70937680188253
LandlinePhones,Tables,99,0.037022213327996795,0.009905943566139684,0.029117470482289375,0.2675675675675676,9.189244915018111
StorageBox,Tables,99,0.03682209325595357,0.009905943566139684,0.029117470482289375,0.2690217391304348,9.239186463469297
Xerox,Lights,98,0.0849509705823494,0.00980588353011807,0.015909545727436462,0.1154299175500589,7.255387396196784
Binders,Sharpeners,97,0.09005403241945167,0.009705823494096457,0.016609965979587752,0.10777777777777776,6.488741633199464
Chairs,Clocks,96,0.0617370422253352,0.009605763458074845,0.017710626375825496,0.15559157212317667,8.785210010163999
BindingAccessories,MobilePhone,95,0.06233740244146488,0.009505703422053232,0.023414048429057435,0.15248796147672553,6.512669602557243
Labels,Tables,95,0.03642185311186712,0.009505703422053232,0.029117470482289375,0.260989010989011,8.963313318983422
BindingAccessories,Bookcases,94,0.06233740244146488,0.009405643386031618,0.018511106663998397,0.1508828250401284,8.150934883519152
Xerox,SurgeDevices,94,0.0849509705823494,0.009405643386031618,0.01721032619571743,0.11071849234393404,6.4332593749144
Binders,Desk,93,0.09005403241945167,0.009305583350010006,0.016609965979587752,0.10333333333333333,6.221164658634538
Binders,Lights,93,0.09005403241945167,0.009305583350010006,0.015909545727436462,0.10333333333333333,6.495052410901467
Binders,Mats,93,0.09005403241945167,0.009305583350010006,0.015709425655393235,0.10333333333333333,6.577791932059448
Chairs,Desk,92,0.0617370422253352,0.009205523313988393,0.016609965979587752,0.14910858995137763,8.977055710687157
Chairs,TelephoneBooks,92,0.0617370422253352,0.009205523313988393,0.019811887132279368,0.14910858995137763,7.5262184241114545
ColourPencils,Tables,92,0.03352011206724034,0.009205523313988393,0.029117470482289375,0.2746268656716418,9.431686926193773
Xerox,Desk,92,0.0849509705823494,0.009205523313988393,0.016609965979587752,0.10836277974087162,6.523961570664283
Xerox,Frames,92,0.0849509705823494,0.009205523313988393,0.014008405043025815,0.10836277974087162,7.73555443378765
Binders,SurgeDevices,91,0.09005403241945167,0.00910546327796678,0.01721032619571743,0.1011111111111111,5.875025839793281
Chairs,USB,91,0.0617370422253352,0.00910546327796678,0.02061236742045227,0.14748784440842785,7.155308335038001
ColourPencils,LandlinePhones,91,0.03352011206724034,0.00910546327796678,0.037022213327996795,0.2716417910447761,7.33726502622025
LandlinePhones,XeroxPapers,91,0.037022213327996795,0.00910546327796678,0.03031819091454873,0.24594594594594593,8.112157702256711
Xerox,AirCleaner,91,0.0849509705823494,0.00910546327796678,0.015009005403241946,0.1071849234393404,7.14137416568512
Chairs,Bookcases,90,0.0617370422253352,0.009005403241945167,0.018511106663998397,0.14586709886547813,7.879977221954533
StorageBox,MobilePhone,90,0.03682209325595357,0.009005403241945167,0.023414048429057435,0.24456521739130435,10.445234113712374
Labels,XeroxPapers,89,0.03642185311186712,0.008905343205923554,0.03031819091454873,0.24450549450549453,8.064646574547565
Xerox,Headset,89,0.0849509705823494,0.008905343205923554,0.01280768461076646,0.10482921083627797,8.184868227326266
BindingAccessories,SurgeDevices,88,0.06233740244146488,0.008805283169901942,0.01721032619571743,0.14125200642054575,8.207398559110082
Labels,MobilePhone,88,0.03642185311186712,0.008805283169901942,0.023414048429057435,0.24175824175824182,10.325349863811404
Binders,Shelves,87,0.09005403241945167,0.008705223133880328,0.014608765259155493,0.09666666666666666,6.617031963470319
Chairs,Sharpeners,87,0.0617370422253352,0.008705223133880328,0.016609965979587752,0.14100486223662886,8.489172248149814
Chairs,SurgeDevices,86,0.0617370422253352,0.008605163097858715,0.01721032619571743,0.1393841166936791,8.098865478119935
Xerox,Mats,86,0.0849509705823494,0.008605163097858715,0.015709425655393235,0.10129564193168433,6.448080544364671
Binders,Frames,85,0.09005403241945167,0.008505103061837103,0.014008405043025815,0.09444444444444446,6.741984126984128
Xerox,Shelves,85,0.0849509705823494,0.008505103061837103,0.014608765259155493,0.10011778563015314,6.8532681478613044
BindingAccessories,AirCleaner,84,0.06233740244146488,0.00840504302581549,0.015009005403241946,0.1348314606741573,8.983370786516854
BindingAccessories,Clocks,84,0.06233740244146488,0.00840504302581549,0.017710626375825496,0.1348314606741573,7.613026090268519
StorageBox,Envelopes,83,0.03682209325595357,0.008304982989793876,0.025415249149489692,0.22554347826086957,8.874336699760356
BindingAccessories,Desk,81,0.06233740244146488,0.00810486291775065,0.016609965979587752,0.13001605136436598,7.827592875514902
Chairs,Mats,81,0.0617370422253352,0.00810486291775065,0.015709425655393235,0.13128038897893032,8.356791130289361
ColourPencils,XeroxPapers,81,0.03352011206724034,0.00810486291775065,0.03031819091454873,0.24179104477611943,7.975114526378012
Binders,Mouse,80,0.09005403241945167,0.008004802881729037,0.011707024214528718,0.08888888888888888,7.592782526115858
LandlinePhones,MobilePhone,80,0.037022213327996795,0.008004802881729037,0.023414048429057435,0.21621621621621623,9.234465234465235
Chairs,Lights,79,0.0617370422253352,0.007904742845707425,0.015909545727436462,0.1280388978930308,8.047929217251257
ColourPencils,MobilePhone,79,0.03352011206724034,0.007904742845707425,0.023414048429057435,0.23582089552238808,10.071769358336523
Tables,XeroxPapers,79,0.029117470482289375,0.007904742845707425,0.03031819091454873,0.2714776632302406,8.954283057171697
Binders,Headset,78,0.09005403241945167,0.007804682809685812,0.01280768461076646,0.08666666666666667,6.766770833333334
Labels,Envelopes,78,0.03642185311186712,0.007804682809685812,0.025415249149489692,0.2142857142857143,8.43138357705287
Chairs,Frames,77,0.0617370422253352,0.007704622773664198,0.014008405043025815,0.12479740680713128,8.908752025931928
ColourPencils,Envelopes,77,0.03352011206724034,0.007704622773664198,0.025415249149489692,0.2298507462686567,9.043812433893525
XeroxPapers,Envelopes,77,0.03031819091454873,0.007704622773664198,0.025415249149489692,0.2541254125412541,9.998934539123203
BindingAccessories,Sharpeners,76,0.06233740244146488,0.0076045627376425855,0.016609965979587752,0.12199036918138041,7.344408130112746
BindingAccessories,Shelves,76,0.06233740244146488,0.0076045627376425855,0.014608765259155493,0.12199036918138041,8.350491435607642
Chairs,AirCleaner,76,0.0617370422253352,0.0076045627376425855,0.015009005403241946,0.12317666126418152,8.206850351161533
StorageBox,Bookcases,76,0.03682209325595357,0.0076045627376425855,0.018511106663998397,0.20652173913043478,11.156639247943597
Binders,Highlighters,75,0.09005403241945167,0.007504502701620973,0.010606363818290974,0.08333333333333333,7.8569182389937104
BindingAccessories,Lights,75,0.06233740244146488,0.007504502701620973,0.015909545727436462,0.12038523274478331,7.566855446863927
BindingAccessories,Frames,74,0.06233740244146488,0.007404442665599359,0.014008405043025815,0.11878009630818619,8.479202017885806
StorageBox,TelephoneBooks,74,0.03682209325595357,0.007404442665599359,0.019811887132279368,0.20108695652173914,10.149813350900308
Tables,Envelopes,74,0.029117470482289375,0.007404442665599359,0.025415249149489692,0.2542955326460481,10.005628162459073
Xerox,Mouse,74,0.0849509705823494,0.007404442665599359,0.011707024214528718,0.08716136631330977,7.445219614830922
Binders,MobileCart,73,0.09005403241945167,0.007304382629577747,0.010506303782269362,0.0811111111111111,7.720232804232803
Binders,Scissors,73,0.09005403241945167,0.007304382629577747,0.012207324394636782,0.0811111111111111,6.644462659380692
Chairs,Headset,73,0.0617370422253352,0.007304382629577747,0.01280768461076646,0.11831442463533225,9.23776843598055
Labels,Bookcases,71,0.03642185311186712,0.00710426255753452,0.018511106663998397,0.19505494505494506,10.537184437184438
Labels,TelephoneBooks,71,0.03642185311186712,0.00710426255753452,0.019811887132279368,0.19505494505494506,9.845349095349095
Labels,USB,71,0.03642185311186712,0.00710426255753452,0.02061236742045227,0.19505494505494506,9.463005441160782
Chairs,Mouse,70,0.0617370422253352,0.007004202521512908,0.011707024214528718,0.11345218800648298,9.690950144758895
LandlinePhones,TelephoneBooks,70,0.037022213327996795,0.007004202521512908,0.019811887132279368,0.1891891891891892,9.54927654927655
Tables,MobilePhone,70,0.029117470482289375,0.007004202521512908,0.023414048429057435,0.24054982817869414,10.273739242811406
ColourPencils,TelephoneBooks,69,0.03352011206724034,0.006904142485491295,0.019811887132279368,0.20597014925373136,10.396291270918137
LandlinePhones,Envelopes,69,0.037022213327996795,0.006904142485491295,0.025415249149489692,0.1864864864864865,7.337582464354119
StorageBox,USB,69,0.03682209325595357,0.006904142485491295,0.02061236742045227,0.1875,9.096480582524272
Chairs,Highlighters,68,0.0617370422253352,0.0068040824494696815,0.010606363818290974,0.11021069692058347,10.390997217210483
Chairs,Shelves,68,0.0617370422253352,0.0068040824494696815,0.014608765259155493,0.11021069692058347,7.544148664550076
ColourPencils,USB,68,0.03352011206724034,0.0068040824494696815,0.02061236742045227,0.20298507462686566,9.847732212722795
Xerox,Highlighters,68,0.0849509705823494,0.0068040824494696815,0.010606363818290974,0.0800942285041225,7.5515256572660405
Xerox,Scissors,68,0.0849509705823494,0.0068040824494696815,0.012207324394636782,0.0800942285041225,6.5611616366409855
Labels,Desk,67,0.03642185311186712,0.006704022413448069,0.016609965979587752,0.18406593406593408,11.081656295511719
BindingAccessories,Headset,66,0.06233740244146488,0.006603962377426456,0.01280768461076646,0.10593900481540931,8.27151886035313
BindingAccessories,Mats,66,0.06233740244146488,0.006603962377426456,0.015709425655393235,0.10593900481540931,6.743658688695546
BindingAccessories,Mouse,66,0.06233740244146488,0.006603962377426456,0.011707024214528718,0.10593900481540931,9.049183026711116
Binders,Keyboard,65,0.09005403241945167,0.0065039023414048425,0.010006003602161296,0.07222222222222222,7.217888888888889
ColourPencils,Clocks,65,0.03352011206724034,0.0065039023414048425,0.017710626375825496,0.19402985074626866,10.955561177165022
XeroxPapers,MobilePhone,65,0.03031819091454873,0.0065039023414048425,0.023414048429057435,0.2145214521452145,9.16208287495416
StorageBox,Desk,64,0.03682209325595357,0.00640384230538323,0.016609965979587752,0.17391304347826086,10.470403352540597
Tables,USB,64,0.029117470482289375,0.00640384230538323,0.02061236742045227,0.21993127147766323,10.669869549261001
Labels,Lights,63,0.03642185311186712,0.006303782269361617,0.015909545727436462,0.1730769230769231,10.878809869375909
LandlinePhones,Bookcases,63,0.037022213327996795,0.006303782269361617,0.018511106663998397,0.17027027027027028,9.19827611395179
LandlinePhones,USB,63,0.037022213327996795,0.006303782269361617,0.02061236742045227,0.17027027027027028,8.260587772238258
Xerox,MobileCart,63,0.0849509705823494,0.006303782269361617,0.010506303782269362,0.07420494699646643,7.062897526501766
StorageBox,Frames,62,0.03682209325595357,0.006203722233340004,0.014008405043025815,0.16847826086956522,12.02694099378882
Xerox,Keyboard,62,0.0849509705823494,0.006203722233340004,0.010006003602161296,0.07302709069493522,7.298327444051827
StorageBox,Clocks,61,0.03682209325595357,0.006103662197318391,0.017710626375825496,0.1657608695652174,9.359401866863179
Labels,Clocks,60,0.03642185311186712,0.006003602161296778,0.017710626375825496,0.16483516483516486,9.307133544421681
LandlinePhones,Clocks,60,0.037022213327996795,0.006003602161296778,0.017710626375825496,0.16216216216216217,9.156207054512139
StorageBox,Sharpeners,60,0.03682209325595357,0.006003602161296778,0.016609965979587752,0.16304347826086957,9.81600314300681
BindingAccessories,Highlighters,59,0.06233740244146488,0.005903542125275165,0.010606363818290974,0.09470304975922952,8.928889427299433
BindingAccessories,Scissors,59,0.06233740244146488,0.005903542125275165,0.012207324394636782,0.09470304975922952,7.757887535194589
Chairs,Scissors,59,0.0617370422253352,0.005903542125275165,0.012207324394636782,0.09562398703403566,7.833328905066823
ColourPencils,Bookcases,59,0.03352011206724034,0.005903542125275165,0.018511106663998397,0.1761194029850746,9.5142557482856
LandlinePhones,Frames,59,0.037022213327996795,0.005903542125275165,0.014008405043025815,0.15945945945945947,11.383127413127413
LandlinePhones,Sharpeners,59,0.037022213327996795,0.005903542125275165,0.016609965979587752,0.15945945945945947,9.600227938782156
StorageBox,Lights,58,0.03682209325595357,0.005803482089253552,0.015909545727436462,0.15760869565217392,9.906549083948592
XeroxPapers,Clocks,58,0.03031819091454873,0.005803482089253552,0.017710626375825496,0.1914191419141914,10.80815200164084
ColourPencils,Sharpeners,57,0.03352011206724034,0.005703422053231939,0.016609965979587752,0.1701492537313433,10.24380507103039
ColourPencils,SurgeDevices,57,0.03352011206724034,0.005703422053231939,0.01721032619571743,0.1701492537313433,9.886463033668866
Labels,Sharpeners,57,0.03642185311186712,0.005703422053231939,0.016609965979587752,0.15659340659340662,9.427677743942807
LandlinePhones,Desk,57,0.037022213327996795,0.005703422053231939,0.016609965979587752,0.15405405405405406,9.274796483230219
LandlinePhones,Lights,57,0.037022213327996795,0.005703422053231939,0.015909545727436462,0.15405405405405406,9.683120856705763
StorageBox,AirCleaner,57,0.03682209325595357,0.005703422053231939,0.015009005403241946,0.1548913043478261,10.319891304347827
ColourPencils,AirCleaner,56,0.03352011206724034,0.005603362017210326,0.015009005403241946,0.16716417910447762,11.137592039800994
Labels,Frames,56,0.03642185311186712,0.005603362017210326,0.014008405043025815,0.15384615384615385,10.982417582417582
Labels,Mats,56,0.03642185311186712,0.005603362017210326,0.015709425655393235,0.15384615384615385,9.793238608525234
LandlinePhones,AirCleaner,56,0.037022213327996795,0.005603362017210326,0.015009005403241946,0.15135135135135136,10.084036036036036
Tables,Desk,56,0.029117470482289375,0.005603362017210326,0.016609965979587752,0.1924398625429553,11.585807146110213
Tables,TelephoneBooks,56,0.029117470482289375,0.005603362017210326,0.019811887132279368,0.1924398625429553,9.713353465930785
Binders,Pencils,55,0.09005403241945167,0.005503301981188713,0.008204922953772264,0.06111111111111111,7.448102981029809
LandlinePhones,Mats,55,0.037022213327996795,0.005503301981188713,0.015709425655393235,0.14864864864864866,9.462385952831813
ColourPencils,Frames,54,0.03352011206724034,0.0054032419451671004,0.014008405043025815,0.16119402985074627,11.506950959488274
Chairs,MobileCart,53,0.0617370422253352,0.005303181909145487,0.010506303782269362,0.0858995137763371,8.175997530292504
Labels,AirCleaner,53,0.03642185311186712,0.005303181909145487,0.015009005403241946,0.14560439560439561,9.701135531135531
LandlinePhones,SurgeDevices,53,0.037022213327996795,0.005303181909145487,0.01721032619571743,0.14324324324324325,8.323098680075425
StorageBox,Mats,52,0.03682209325595357,0.005203121873123874,0.015709425655393235,0.14130434782608695,8.994876765438937
StorageBox,SurgeDevices,52,0.03682209325595357,0.005203121873123874,0.01721032619571743,0.14130434782608695,8.210439838220424
Tables,Bookcases,52,0.029117470482289375,0.005203121873123874,0.018511106663998397,0.17869415807560138,9.65334819355438
BindingAccessories,MobileCart,51,0.06233740244146488,0.0051030618371022615,0.010506303782269362,0.08186195826645265,7.79169915157074
Xerox,Speaker,51,0.0849509705823494,0.0051030618371022615,0.008204922953772264,0.060070671378091876,7.321296216495734
XeroxPapers,TelephoneBooks,51,0.03031819091454873,0.0051030618371022615,0.019811887132279368,0.16831683168316833,8.495749574957497
Binders,Speaker,50,0.09005403241945167,0.005003001801080648,0.008204922953772264,0.05555555555555555,6.7710027100270995
Chairs,Keyboard,50,0.0617370422253352,0.005003001801080648,0.010006003602161296,0.08103727714748783,8.098865478119935
LandlinePhones,Shelves,50,0.037022213327996795,0.005003001801080648,0.014608765259155493,0.13513513513513514,9.25027767493521
Tables,AirCleaner,50,0.029117470482289375,0.005003001801080648,0.015009005403241946,0.17182130584192437,11.447880870561281
Xerox,Pencils,50,0.0849509705823494,0.005003001801080648,0.008204922953772264,0.058892815076560655,7.177741388721306
Binders,Copiers,49,0.09005403241945167,0.004902941765059035,0.0068040824494696815,0.05444444444444444,8.001732026143792
ColourPencils,Desk,49,0.03352011206724034,0.004902941765059035,0.016609965979587752,0.14626865671641792,8.806078043517354
ColourPencils,Mats,49,0.03352011206724034,0.004902941765059035,0.015709425655393235,0.14626865671641792,9.31088506512026
LandlinePhones,Headset,49,0.037022213327996795,0.004902941765059035,0.01280768461076646,0.13243243243243244,10.340076013513514
StorageBox,Scissors,49,0.03682209325595357,0.004902941765059035,0.012207324394636782,0.1331521739130435,10.907564148253742
StorageBox,Shelves,49,0.03682209325595357,0.004902941765059035,0.014608765259155493,0.1331521739130435,9.114539904705182
XeroxPapers,Bookcases,49,0.03031819091454873,0.004902941765059035,0.018511106663998397,0.1617161716171617,8.736169833199536
ColourPencils,Shelves,48,0.03352011206724034,0.004802881729037423,0.014608765259155493,0.14328358208955225,9.808055612349213
StorageBox,Headset,48,0.03682209325595357,0.004802881729037423,0.01280768461076646,0.13043478260869565,10.184103260869565
StorageBox,Mouse,48,0.03682209325595357,0.004802881729037423,0.011707024214528718,0.13043478260869565,11.141583054626532
Tables,Frames,48,0.029117470482289375,0.004802881729037423,0.014008405043025815,0.16494845360824742,11.774963181148747
XeroxPapers,Lights,48,0.03031819091454873,0.004802881729037423,0.015909545727436462,0.15841584158415842,9.9572825207049
Labels,Shelves,47,0.03642185311186712,0.004702821693015809,0.014608765259155493,0.12912087912087913,8.838589492699082
Tables,Sharpeners,47,0.029117470482289375,0.004702821693015809,0.016609965979587752,0.16151202749140892,9.723802426199644
XeroxPapers,AirCleaner,47,0.03031819091454873,0.004702821693015809,0.015009005403241946,0.1551155115511551,10.334829482948294
XeroxPapers,Desk,47,0.03031819091454873,0.004702821693015809,0.016609965979587752,0.1551155115511551,9.33870134001352
LandlinePhones,Mouse,46,0.037022213327996795,0.004602761656994196,0.011707024214528718,0.12432432432432433,10.61963501963502
XeroxPapers,USB,46,0.03031819091454873,0.004602761656994196,0.02061236742045227,0.1518151815181518,7.365247204332083
Binders,Clips,45,0.09005403241945167,0.004502701620972584,0.006904142485491295,0.05,7.242028985507247
StorageBox,Keyboard,45,0.03682209325595357,0.004502701620972584,0.010006003602161296,0.12228260869565218,12.22092391304348
Tables,Clocks,45,0.029117470482289375,0.004502701620972584,0.017710626375825496,0.15463917525773196,8.731434562292504
Tables,Lights,45,0.029117470482289375,0.004502701620972584,0.015909545727436462,0.15463917525773196,9.719898852363354
Tables,Mouse,45,0.029117470482289375,0.004502701620972584,0.011707024214528718,0.15463917525773196,13.209093312186095
Tables,Shelves,45,0.029117470482289375,0.004502701620972584,0.014608765259155493,0.15463917525773196,10.585369298121735
XeroxPapers,Shelves,45,0.03031819091454873,0.004502701620972584,0.014608765259155493,0.1485148514851485,10.166146751661467
Binders,Printers,44,0.09005403241945167,0.004402641584950971,0.006003602161296778,0.04888888888888889,8.14325925925926
Labels,Headset,44,0.03642185311186712,0.004402641584950971,0.01280768461076646,0.12087912087912091,9.438015109890113
StorageBox,Highlighters,44,0.03682209325595357,0.004402641584950971,0.010606363818290974,0.11956521739130437,11.272969647251848
Tables,SurgeDevices,44,0.029117470482289375,0.004402641584950971,0.01721032619571743,0.1512027491408935,8.785582993686567
BindingAccessories,Keyboard,43,0.06233740244146488,0.0043025815489293575,0.010006003602161296,0.06902086677367576,6.897945425361156
ColourPencils,Lights,43,0.03352011206724034,0.0043025815489293575,0.015909545727436462,0.12835820895522387,8.067999624518913
Labels,Mouse,43,0.03642185311186712,0.0043025815489293575,0.011707024214528718,0.11813186813186814,10.090682821452052
Labels,SurgeDevices,43,0.03642185311186712,0.0043025815489293575,0.01721032619571743,0.11813186813186814,6.86401098901099
Xerox,Clips,43,0.0849509705823494,0.0043025815489293575,0.006904142485491295,0.050647820965842166,7.335859749748211
Xerox,Lockers,43,0.0849509705823494,0.0043025815489293575,0.006003602161296778,0.050647820965842166,8.436238712210443
XeroxPapers,Sharpeners,43,0.03031819091454873,0.0043025815489293575,0.016609965979587752,0.1419141914191419,8.543918247246411
XeroxPapers,SurgeDevices,43,0.03031819091454873,0.0043025815489293575,0.01721032619571743,0.1419141914191419,8.245874587458745
BindingAccessories,Speaker,42,0.06233740244146488,0.004202521512907745,0.008204922953772264,0.06741573033707865,8.216497670594682
Chairs,Clips,42,0.0617370422253352,0.004202521512907745,0.006904142485491295,0.0680713128038898,9.859488408146008
Chairs,Pencils,42,0.0617370422253352,0.004202521512907745,0.008204922953772264,0.0680713128038898,8.296398782464324
LandlinePhones,Highlighters,42,0.037022213327996795,0.004202521512907745,0.010606363818290974,0.11351351351351353,10.702396736359002
Tables,Mats,42,0.029117470482289375,0.004202521512907745,0.015709425655393235,0.14432989690721648,9.187471271915424
Tables,Scissors,42,0.029117470482289375,0.004202521512907745,0.012207324394636782,0.14432989690721648,11.823221226973127
XeroxPapers,Frames,42,0.03031819091454873,0.004202521512907745,0.014008405043025815,0.13861386138613863,9.895049504950496
XeroxPapers,Mouse,42,0.03031819091454873,0.004202521512907745,0.011707024214528718,0.13861386138613863,11.840230176863841
Chairs,Speaker,41,0.0617370422253352,0.004102461476886132,0.008204922953772264,0.06645056726094004,8.098865478119935
ColourPencils,Headset,41,0.03352011206724034,0.004102461476886132,0.01280768461076646,0.12238805970149255,9.555830223880598
ColourPencils,Mouse,41,0.03352011206724034,0.004102461476886132,0.011707024214528718,0.12238805970149255,10.454241612450568
ColourPencils,Scissors,41,0.03352011206724034,0.004102461476886132,0.012207324394636782,0.12238805970149255,10.025789087350136
StorageBox,MobileCart,41,0.03682209325595357,0.004102461476886132,0.010506303782269362,0.11141304347826088,10.604399585921325
Tables,MobileCart,41,0.029117470482289375,0.004102461476886132,0.010506303782269362,0.140893470790378,13.410374734086075
XeroxPapers,MobileCart,41,0.03031819091454873,0.004102461476886132,0.010506303782269362,0.1353135313531353,12.879270784221278
LandlinePhones,MobileCart,40,0.037022213327996795,0.0040024014408645186,0.010506303782269362,0.10810810810810811,10.28983268983269
